webtoon_title,webtoon_author,genre_num,webtoon_available_age,webtoon_rating,webtoon_subscribe_num,webtoon_view_count,webtoon_release_day,webtoon_page_url,webtoon_thumbnail_url,platform_num
아카데미에서 살아남기,기린그린 / 코리타,5,15,9.85,124447.0,,5,https://comic.naver.com/webtoon/list?titleId=820097&tab=fri,https://image-comic.pstatic.net/webtoon/820097/thumbnail/thumbnail_IMAG21_57bba06d-fc73-4fe7-b260-5b2e820251ff.jpg,0
체크포인트,송가 / 은소,1,12,9.96,302366.0,,5,https://comic.naver.com/webtoon/list?titleId=677452&tab=fri,https://image-comic.pstatic.net/webtoon/677452/thumbnail/thumbnail_IMAG21_05f30a57-88b9-4798-8987-4851f1b28f5a.jpg,0
개집사,고추참치,6,0,9.98,40351.0,,5,https://comic.naver.com/webtoon/list?titleId=828292&tab=fri,https://image-comic.pstatic.net/webtoon/828292/thumbnail/thumbnail_IMAG21_ae547aa9-f722-490b-a722-fc165fa11644.jpg,0
연애의 기록,베어리,1,15,9.38,38596.0,,5,https://comic.naver.com/webtoon/list?titleId=803792&tab=fri,https://image-comic.pstatic.net/webtoon/803792/thumbnail/thumbnail_IMAG21_39e940ed-d193-44dd-bb19-3d748dcfae5a.jpg,0
펜홀더,이은재,6,12,9.94,98399.0,,5,https://comic.naver.com/webtoon/list?titleId=814587&tab=fri,https://image-comic.pstatic.net/webtoon/814587/thumbnail/thumbnail_IMAG21_cfba24ca-f240-461e-9aa0-a5fb40bc3b0d.jpg,0
아르마딜로,허5파6,1,0,9.96,65269.0,,5,https://comic.naver.com/webtoon/list?titleId=826422&tab=fri,https://image-comic.pstatic.net/webtoon/826422/thumbnail/thumbnail_IMAG21_5c7eb5be-e9fd-45d5-886f-35f2739fe6df.jpg,0
히어로 킬러,꿀벌 / 벌꿀,4,15,9.96,281324.0,,5,https://comic.naver.com/webtoon/list?titleId=766563&tab=fri,https://image-comic.pstatic.net/webtoon/766563/thumbnail/thumbnail_IMAG21_b71167a5-4409-411e-96e8-f2dad9ddbe00.jpg,0
우리 안 사귀어!!,이경민 / 송준혁,2,15,9.64,77229.0,,5,https://comic.naver.com/webtoon/list?titleId=828670&tab=fri,https://image-comic.pstatic.net/webtoon/828670/thumbnail/thumbnail_IMAG21_a4cae658-a143-4c06-a226-b5cf61cbe30a.jpg,0
성북구 비둘기 이헌서,허새보,6,0,9.97,58372.0,,5,https://comic.naver.com/webtoon/list?titleId=826580&tab=fri,https://image-comic.pstatic.net/webtoon/826580/thumbnail/thumbnail_IMAG21_5b091316-0add-4206-83a4-e0bd4344e0f8.jpg,0
약탈 신부,팀 카푸치노 / 강희자매,2,15,9.81,215380.0,,5,https://comic.naver.com/webtoon/list?titleId=804329&tab=fri,https://image-comic.pstatic.net/webtoon/804329/thumbnail/thumbnail_IMAG21_d09239e1-4e22-46a7-83df-b7094eceb403.jpg,0
도깨비의 밤,문식 / 도올,4,15,9.95,142461.0,,5,https://comic.naver.com/webtoon/list?titleId=813641&tab=fri,https://image-comic.pstatic.net/webtoon/813641/thumbnail/thumbnail_IMAG21_a53a4e1b-3395-44da-b9dc-6fe08c98bee5.jpg,0
폭군님은 착하게 살고 싶어,람글 / 카콘,2,0,9.97,239975.0,,5,https://comic.naver.com/webtoon/list?titleId=801736&tab=fri,https://image-comic.pstatic.net/webtoon/801736/thumbnail/thumbnail_IMAG21_3a61d883-c1ec-4602-9346-439a337b2b38.jpg,0
너의 미소가 함정,앵고,2,0,9.98,280832.0,,5,https://comic.naver.com/webtoon/list?titleId=741467&tab=fri,https://image-comic.pstatic.net/webtoon/741467/thumbnail/thumbnail_IMAG21_6322063c-8c7f-4977-9b9b-8620c0c981d2.jpg,0
남궁세가 비인격,해사,3,15,9.41,22302.0,,5,https://comic.naver.com/webtoon/list?titleId=827744&tab=fri,https://image-comic.pstatic.net/webtoon/827744/thumbnail/thumbnail_IMAG21_a94e2923-a434-4dc1-925f-a2ba4005a122.jpg,0
구야는 신입,구야,6,0,9.92,23013.0,,5,https://comic.naver.com/webtoon/list?titleId=828167&tab=fri,https://image-comic.pstatic.net/webtoon/828167/thumbnail/thumbnail_IMAG21_f2b97f04-93f5-4bef-ac3b-7f407cba53f8.jpg,0
광마회귀,JP / 이히 / 유진성,3,15,9.97,484907.0,,5,https://comic.naver.com/webtoon/list?titleId=776601&tab=fri,https://image-comic.pstatic.net/webtoon/776601/thumbnail/thumbnail_IMAG21_7365135131254864183.jpg,0
악당을 업어 키웠더니,혹등고래 / 리치 / 지미신,2,12,9.96,30294.0,,5,https://comic.naver.com/webtoon/list?titleId=832126&tab=fri,https://image-comic.pstatic.net/webtoon/832126/thumbnail/thumbnail_IMAG21_fdbc05b3-7517-40d2-938d-cb74bba1f640.jpg,0
파티에서 추방된 영웅이 너무 뛰어남,꿀범 / 민선 / 블루클리프,5,12,9.4,53095.0,,5,https://comic.naver.com/webtoon/list?titleId=827326&tab=fri,https://image-comic.pstatic.net/webtoon/827326/thumbnail/thumbnail_IMAG21_d123a5a8-4f7d-434f-82e6-369e2c0de967.jpg,0
여동생은 오늘 밤 나를 간택한다,네온비 / 도달,2,15,9.96,91983.0,,5,https://comic.naver.com/webtoon/list?titleId=822557&tab=fri,https://image-comic.pstatic.net/webtoon/822557/thumbnail/thumbnail_IMAG21_515f76c9-bf5b-48d7-8d5f-cda6f911ef5c.jpg,0
온리호프,초승,2,15,9.97,292452.0,,5,https://comic.naver.com/webtoon/list?titleId=800796&tab=fri,https://image-comic.pstatic.net/webtoon/800796/thumbnail/thumbnail_IMAG21_53133603-c61d-4e62-92ea-a8bad2f9c589.jpg,0
새동네,림스,6,15,9.95,47435.0,,5,https://comic.naver.com/webtoon/list?titleId=817752&tab=fri,https://image-comic.pstatic.net/webtoon/817752/thumbnail/thumbnail_IMAG21_a73ace9e-f1c5-419e-8d43-b9dc48c6fc58.jpg,0
하는 사이,안녕,2,15,9.76,184285.0,,5,https://comic.naver.com/webtoon/list?titleId=823437&tab=fri,https://image-comic.pstatic.net/webtoon/823437/thumbnail/thumbnail_IMAG21_ac338a96-cf44-4ff1-99a5-f65da082e650.jpg,0
명품시대,곽경택 / 이현세,1,15,9.79,17379.0,,5,https://comic.naver.com/webtoon/list?titleId=830010&tab=fri,https://image-comic.pstatic.net/webtoon/830010/thumbnail/thumbnail_IMAG21_0a11a760-98b2-44bc-b932-3410cb0062a7.jpg,0
흑요석의 신부,왕보라청푸름 / 팀 쿼츠,2,15,9.95,155331.0,,5,https://comic.naver.com/webtoon/list?titleId=814310&tab=fri,https://image-comic.pstatic.net/webtoon/814310/thumbnail/thumbnail_IMAG21_fcc13386-dc54-4e27-a91b-c64bf0616003.jpg,0
그 기사가 레이디로 사는 법,아인 / Ink. / 성혜림,5,0,9.97,251711.0,,5,https://comic.naver.com/webtoon/list?titleId=758675&tab=fri,https://image-comic.pstatic.net/webtoon/758675/thumbnail/thumbnail_IMAG21_0a767a41-049d-4f56-ac93-b69bd2b04540.jpg,0
암살청과,나락 / 군다,6,12,9.87,70658.0,,5,https://comic.naver.com/webtoon/list?titleId=823070&tab=fri,https://image-comic.pstatic.net/webtoon/823070/thumbnail/thumbnail_IMAG21_17906574-dc1d-46b2-9ecf-4b231d1a823f.jpg,0
들개,김판교,1,15,9.13,3439.0,,5,https://comic.naver.com/webtoon/list?titleId=832795&tab=fri,https://image-comic.pstatic.net/webtoon/832795/thumbnail/thumbnail_IMAG21_cc371414-b384-4e51-ac6c-a27b2fc1e883.jpg,0
돈구멍,박성현,6,15,9.82,27034.0,,5,https://comic.naver.com/webtoon/list?titleId=828950&tab=fri,https://image-comic.pstatic.net/webtoon/828950/thumbnail/thumbnail_IMAG21_a714a8b5-ae0d-4c7b-a91c-5fab114b38ab.jpg,0
초등생활 그림일기,은꼼지,6,0,9.97,29747.0,,5,https://comic.naver.com/webtoon/list?titleId=827863&tab=fri,https://image-comic.pstatic.net/webtoon/827863/thumbnail/thumbnail_IMAG21_faeaa321-5f0a-444a-b41a-1bd1ac97304f.jpg,0
하남자,곽백수,1,15,9.76,20280.0,,5,https://comic.naver.com/webtoon/list?titleId=828148&tab=fri,https://image-comic.pstatic.net/webtoon/828148/thumbnail/thumbnail_IMAG21_05e321de-aa35-4cc7-907d-cf5b6e47d589.jpg,0
소름일기,siAm,6,15,9.78,65504.0,,5,https://comic.naver.com/webtoon/list?titleId=800585&tab=fri,https://image-comic.pstatic.net/webtoon/800585/thumbnail/thumbnail_IMAG21_11721c44-7e70-45e2-bd2e-da1e4a51922b.jpg,0
바스티안,아빈 / 솔체,2,15,9.96,173620.0,,5,https://comic.naver.com/webtoon/list?titleId=805203&tab=fri,https://image-comic.pstatic.net/webtoon/805203/thumbnail/thumbnail_IMAG21_b9464b2e-0ddf-4bde-bcb4-255b02c7dde3.jpg,0
벌집,쿼시,6,18,7.4,17120.0,,5,https://comic.naver.com/webtoon/list?titleId=819620&tab=fri,https://image-comic.pstatic.net/webtoon/819620/thumbnail/thumbnail_IMAG21_b8d7df27-30fe-4c59-a644-3e22e4f3d1b7.jpg,0
사냥개의 회귀본능,아크로 / 스튜디오 W,5,15,9.54,37926.0,,5,https://comic.naver.com/webtoon/list?titleId=818850&tab=fri,https://image-comic.pstatic.net/webtoon/818850/thumbnail/thumbnail_IMAG21_625e8217-4f7d-4f75-8fa3-9b17cd545acc.jpg,0
대위님! 이번 전쟁터는 이곳인가요?,보살 / 비터버 / 리묘,2,0,9.96,105375.0,,5,https://comic.naver.com/webtoon/list?titleId=803767&tab=fri,https://image-comic.pstatic.net/webtoon/803767/thumbnail/thumbnail_IMAG21_f71dce15-832e-4a5e-a615-578a0e962b62.jpg,0
천재 배우의 아우라Aura,기매 / 감차 / 글술술,1,0,9.95,69980.0,,5,https://comic.naver.com/webtoon/list?titleId=818149&tab=fri,https://image-comic.pstatic.net/webtoon/818149/thumbnail/thumbnail_IMAG21_30481c43-9cde-4eed-8437-1efa8aafcf2b.jpg,0
그냥 선생님,연일,6,0,9.97,91173.0,,5,https://comic.naver.com/webtoon/list?titleId=804333&tab=fri,https://image-comic.pstatic.net/webtoon/804333/thumbnail/thumbnail_IMAG21_4187503a-1932-4712-abb5-4713c2359bb6.jpg,0
남편은 한 명으로 족하다,고선영,2,15,9.92,92616.0,,5,https://comic.naver.com/webtoon/list?titleId=823773&tab=fri,https://image-comic.pstatic.net/webtoon/823773/thumbnail/thumbnail_IMAG21_21979592-b2b6-4def-8439-86bf416b7251.jpg,0
그렇게 물거품이 되어도,다홍,5,0,9.98,111746.0,,5,https://comic.naver.com/webtoon/list?titleId=822239&tab=fri,https://image-comic.pstatic.net/webtoon/822239/thumbnail/thumbnail_IMAG21_5a915557-91af-430f-92e1-5c863a6944db.jpg,0
공동급식구역,청건,4,15,9.83,76000.0,,5,https://comic.naver.com/webtoon/list?titleId=817927&tab=fri,https://image-comic.pstatic.net/webtoon/817927/thumbnail/thumbnail_IMAG21_a2783aa9-2b4f-4cc4-86c9-140039e796be.jpg,0
봄그늘,구슬 / 도해 / 김차차,2,15,9.93,81813.0,,5,https://comic.naver.com/webtoon/list?titleId=828906&tab=fri,https://image-comic.pstatic.net/webtoon/828906/thumbnail/thumbnail_IMAG21_b66e5133-2485-49c7-b7b2-8ce0f7ea87ab.jpg,0
복수 법률사무소,이석준 / 기선우 / 도진기,1,12,9.82,30155.0,,5,https://comic.naver.com/webtoon/list?titleId=818334&tab=fri,https://image-comic.pstatic.net/webtoon/818334/thumbnail/thumbnail_IMAG21_fb7875f9-68b9-468c-b0db-02776ad56bd7.jpg,0
세자와 세자빈의 계약혼인전,산삼,1,0,9.97,58920.0,,5,https://comic.naver.com/webtoon/list?titleId=819459&tab=fri,https://image-comic.pstatic.net/webtoon/819459/thumbnail/thumbnail_IMAG21_1bf60ebf-80ad-41fd-814e-c9d00cb8f8ed.jpg,0
몽홀,장태산,3,0,9.9,95747.0,,5,https://comic.naver.com/webtoon/list?titleId=644112&tab=fri,https://image-comic.pstatic.net/webtoon/644112/thumbnail/thumbnail_IMAG21_3618981192359294768.jpg,0
후덜덜덜 남극전자,김민혁,6,0,9.86,49858.0,,5,https://comic.naver.com/webtoon/list?titleId=732036&tab=fri,https://image-comic.pstatic.net/webtoon/732036/thumbnail/thumbnail_IMAG21_a5f5b19f-5c44-4adf-b801-ec831eadc27b.jpg,0
보이스피싱인데 인생역전,왓더헬 / 장탄,1,15,9.55,17338.0,,5,https://comic.naver.com/webtoon/list?titleId=830144&tab=fri,https://image-comic.pstatic.net/webtoon/830144/thumbnail/thumbnail_IMAG21_17a66183-5fee-4c20-afec-bccbec478711.jpg,0
뼈왕,유성연,5,12,9.96,39503.0,,5,https://comic.naver.com/webtoon/list?titleId=816913&tab=fri,https://image-comic.pstatic.net/webtoon/816913/thumbnail/thumbnail_IMAG21_5cdd430d-02b5-4d29-b048-9c046e6ffda4.jpg,0
아라드의 빛: 먼저 걷는 자,제갈복자 / 펑키크리처 / 이수백,5,15,9.85,23848.0,,5,https://comic.naver.com/webtoon/list?titleId=827759&tab=fri,https://image-comic.pstatic.net/webtoon/827759/thumbnail/thumbnail_IMAG21_ae13cd74-75d9-4b59-8abe-677035ec43b6.jpg,0
평화식당,턍 / 서우서우,5,12,9.87,64484.0,,5,https://comic.naver.com/webtoon/list?titleId=807829&tab=fri,https://image-comic.pstatic.net/webtoon/807829/thumbnail/thumbnail_IMAG21_7a731990-1b33-4d79-8c00-e8fe03460618.jpg,0
소곤소곤2,옛사람,1,15,9.96,38335.0,,5,https://comic.naver.com/webtoon/list?titleId=818401&tab=fri,https://image-comic.pstatic.net/webtoon/818401/thumbnail/thumbnail_IMAG21_bdc92b1a-6a86-4516-9a40-acaf13dfc324.jpg,0
야수라는 공작에게 시집왔는데,나양 / 김승혁 / 박약초,2,12,9.94,82139.0,,5,https://comic.naver.com/webtoon/list?titleId=817048&tab=fri,https://image-comic.pstatic.net/webtoon/817048/thumbnail/thumbnail_IMAG21_c361fb33-b1c2-478a-8b56-4f8eb3725726.jpg,0
북설애담,휘요,2,12,9.94,50800.0,,5,https://comic.naver.com/webtoon/list?titleId=827578&tab=fri,https://image-comic.pstatic.net/webtoon/827578/thumbnail/thumbnail_IMAG21_d4a68180-68f0-4e71-918e-6f3752200ddc.jpg,0
솔트앤페퍼,소이,2,0,9.97,100645.0,,5,https://comic.naver.com/webtoon/list?titleId=792139&tab=fri,https://image-comic.pstatic.net/webtoon/792139/thumbnail/thumbnail_IMAG21_7075778868856305717.jpg,0
소희 훔치기,세라비 / 2L,1,15,9.26,52226.0,,5,https://comic.naver.com/webtoon/list?titleId=822577&tab=fri,https://image-comic.pstatic.net/webtoon/822577/thumbnail/thumbnail_IMAG21_37e8d3f6-2cf5-4872-bdbc-2436dd140eab.jpg,0
악마라고 불러다오,자양 / 써나 / 안테,2,15,9.97,151275.0,,5,https://comic.naver.com/webtoon/list?titleId=793853&tab=fri,https://image-comic.pstatic.net/webtoon/793853/thumbnail/thumbnail_IMAG21_f4d3c4d2-b594-4123-925e-e141fdebd4da.jpg,0
절세미남 망나니 해골 되다,이루다 / 김선용,5,12,9.8,14194.0,,5,https://comic.naver.com/webtoon/list?titleId=828337&tab=fri,https://image-comic.pstatic.net/webtoon/828337/thumbnail/thumbnail_IMAG21_ade481ec-78da-4ae2-ad09-9f7f24ca1dbd.jpg,0
달이 없는 나라,엥비,2,0,9.97,97934.0,,5,https://comic.naver.com/webtoon/list?titleId=780063&tab=fri,https://image-comic.pstatic.net/webtoon/780063/thumbnail/thumbnail_IMAG21_3978478587194062641.jpg,0
화염의 피스메이커,Mozza / 강쓩,4,0,9.95,34873.0,,5,https://comic.naver.com/webtoon/list?titleId=826701&tab=fri,https://image-comic.pstatic.net/webtoon/826701/thumbnail/thumbnail_IMAG21_be54d940-5284-477a-8fdc-e0d4876ee342.jpg,0
천재의 신들린 게임방송,LICO / OPST / 믿고보는,5,15,9.88,26225.0,,5,https://comic.naver.com/webtoon/list?titleId=826534&tab=fri,https://image-comic.pstatic.net/webtoon/826534/thumbnail/thumbnail_IMAG21_ea814bc0-1f60-4121-b980-b6acd860b8c3.jpg,0
신이 내린 탑스타,권영준 / 쿠하 / 동전파스,1,15,9.95,34275.0,,5,https://comic.naver.com/webtoon/list?titleId=829710&tab=fri,https://image-comic.pstatic.net/webtoon/829710/thumbnail/thumbnail_IMAG21_53216574-1fc2-4989-9fda-b03e54e6b631.jpg,0
1초,시니 / 광운,1,0,9.98,569781.0,,5,https://comic.naver.com/webtoon/list?titleId=725586&tab=fri,https://image-comic.pstatic.net/webtoon/725586/thumbnail/thumbnail_IMAG21_17f81846-d1a9-43fd-83a4-f9e966b6b977.jpg,0
그 남자의 정원,재키 / 원해 / 로즈빈,2,0,9.92,37343.0,,5,https://comic.naver.com/webtoon/list?titleId=821608&tab=fri,https://image-comic.pstatic.net/webtoon/821608/thumbnail/thumbnail_IMAG21_52f359f4-9283-48d4-8f58-274ff9cbc548.jpg,0
걔의 질투,할 / Z6,2,0,9.58,22959.0,,5,https://comic.naver.com/webtoon/list?titleId=821047&tab=fri,https://image-comic.pstatic.net/webtoon/821047/thumbnail/thumbnail_IMAG21_beabaef2-d9d7-41af-8421-e4ec17fdb5a8.jpg,0
미드우트,원김,5,15,9.95,65231.0,,5,https://comic.naver.com/webtoon/list?titleId=800006&tab=fri,https://image-comic.pstatic.net/webtoon/800006/thumbnail/thumbnail_IMAG21_9ead2d4b-40a7-4b42-96cb-a895aecbbca2.jpg,0
괴물 의상실,스페트,1,0,9.97,47809.0,,5,https://comic.naver.com/webtoon/list?titleId=817177&tab=fri,https://image-comic.pstatic.net/webtoon/817177/thumbnail/thumbnail_IMAG21_f692e2df-891a-458f-bc8a-e7040ebf8c6f.jpg,0
우리는 후라이족,켄타,6,0,9.97,23180.0,,5,https://comic.naver.com/webtoon/list?titleId=818360&tab=fri,https://image-comic.pstatic.net/webtoon/818360/thumbnail/thumbnail_IMAG21_f3247f6d-17dc-4c05-9f5d-7ff50b8a4b4c.jpg,0
스토커의 하루,bunny,6,15,9.4,56797.0,,5,https://comic.naver.com/webtoon/list?titleId=794743&tab=fri,https://image-comic.pstatic.net/webtoon/794743/thumbnail/thumbnail_IMAG21_cda3c8aa-f076-439a-94e9-cdac4f0b5db7.jpeg,0
백년게임,하람 / 지야,5,12,9.84,77914.0,,5,https://comic.naver.com/webtoon/list?titleId=751999&tab=fri,https://image-comic.pstatic.net/webtoon/751999/thumbnail/thumbnail_IMAG21_8797d0ef-cefd-463b-bf97-1361a5de293b.jpg,0
사랑하는 태양의 말로,해청,1,15,9.96,39854.0,,5,https://comic.naver.com/webtoon/list?titleId=827394&tab=fri,https://image-comic.pstatic.net/webtoon/827394/thumbnail/thumbnail_IMAG21_cd51629e-f051-47f4-b74b-dd2c41b4ab2c.jpg,0
콜미로맨틱,최용성,6,15,9.93,27708.0,,5,https://comic.naver.com/webtoon/list?titleId=820171&tab=fri,https://image-comic.pstatic.net/webtoon/820171/thumbnail/thumbnail_IMAG21_93aeb0e7-1a5e-4c41-9935-7dc5e18ecb9d.jpg,0
3분의 1이 없어도,당과,2,12,9.92,46455.0,,5,https://comic.naver.com/webtoon/list?titleId=821043&tab=fri,https://image-comic.pstatic.net/webtoon/821043/thumbnail/thumbnail_IMAG21_63f03795-33ad-4478-95d2-e43bb0be2e70.jpg,0
용사님이 일진들을 물리쳐요,냠냠이 / 동그림,4,12,9.45,11452.0,,5,https://comic.naver.com/webtoon/list?titleId=827393&tab=fri,https://image-comic.pstatic.net/webtoon/827393/thumbnail/thumbnail_IMAG21_5ec4460e-095b-482d-aa6a-7f5ef7c33650.jpg,0
유주의 우주,샌도,2,0,9.88,42657.0,,5,https://comic.naver.com/webtoon/list?titleId=820546&tab=fri,https://image-comic.pstatic.net/webtoon/820546/thumbnail/thumbnail_IMAG21_c3579dcf-e410-45a8-8677-0e621b065a80.jpg,0
기억해줘,BD / 왈치,2,12,9.93,43556.0,,5,https://comic.naver.com/webtoon/list?titleId=801699&tab=fri,https://image-comic.pstatic.net/webtoon/801699/thumbnail/thumbnail_IMAG21_f40b0153-89bb-4bf1-8cb0-592c1c2657f9.jpg,0
드래곤의 심장을 가지고 있습니다,시뉴라,2,15,9.96,74695.0,,5,https://comic.naver.com/webtoon/list?titleId=795540&tab=fri,https://image-comic.pstatic.net/webtoon/795540/thumbnail/thumbnail_IMAG21_2ec0201c-8e6a-4d9e-b18c-fd2d733920b1.jpg,0
무제인간,제다,5,15,9.53,9479.0,,5,https://comic.naver.com/webtoon/list?titleId=821776&tab=fri,https://image-comic.pstatic.net/webtoon/821776/thumbnail/thumbnail_IMAG21_bfc8294b-afb7-463d-8e96-c359da75e59d.jpg,0
그대에게 이 별을!,양띠 / 하래,2,0,9.84,15854.0,,5,https://comic.naver.com/webtoon/list?titleId=827297&tab=fri,https://image-comic.pstatic.net/webtoon/827297/thumbnail/thumbnail_IMAG21_00a646cb-d60b-46b1-bf7b-c425109951c6.jpg,0
메탈릭 루쥬,도쿄 아키카,5,15,7.89,6279.0,,5,https://comic.naver.com/webtoon/list?titleId=823998&tab=fri,https://image-comic.pstatic.net/webtoon/823998/thumbnail/thumbnail_IMAG21_1fe9218b-31a9-4a4e-b01a-b7afad4248b6.jpg,0
개꿈,신송림,1,18,9.93,194319.0,,6,https://comic.naver.com/webtoon/list?titleId=818791&tab=sat,https://image-comic.pstatic.net/webtoon/818791/thumbnail/thumbnail_IMAG21_a613db8b-8319-4bfe-8971-1df89f4df979.jpg,0
아수라,류기운 / 문정후,5,15,9.95,174503.0,,6,https://comic.naver.com/webtoon/list?titleId=826670&tab=sat,https://image-comic.pstatic.net/webtoon/826670/thumbnail/thumbnail_IMAG21_ecfd3f55-b872-45a8-9837-a94d1dcb9f72.jpg,0
마도전생기,포스스튜디오 / codezero,3,15,9.89,219470.0,,6,https://comic.naver.com/webtoon/list?titleId=807777&tab=sat,https://image-comic.pstatic.net/webtoon/807777/thumbnail/thumbnail_IMAG21_e47489ea-bf97-4726-a8e7-6403092a303a.jpg,0
쌉초의 난,쌉초,6,12,9.97,167873.0,,6,https://comic.naver.com/webtoon/list?titleId=823195&tab=sat,https://image-comic.pstatic.net/webtoon/823195/thumbnail/thumbnail_IMAG21_10484673-5368-4f70-9ef0-9950f426b5a8.jpg,0
킬러 배드로,김정현 / 임리나,4,15,9.95,428272.0,,6,https://comic.naver.com/webtoon/list?titleId=816798&tab=sat,https://image-comic.pstatic.net/webtoon/816798/thumbnail/thumbnail_IMAG21_e2ec52f5-8822-4c23-a246-41f36d7c9a65.jpeg,0
조조코믹스,이동건,2,0,9.96,439518.0,,6,https://comic.naver.com/webtoon/list?titleId=774862&tab=sat,https://image-comic.pstatic.net/webtoon/774862/thumbnail/thumbnail_IMAG21_41b9ed2a-760f-4bb3-bbfd-1778aefde525.jpg,0
시든 꽃에 눈물을,개,2,18,9.96,311510.0,,6,https://comic.naver.com/webtoon/list?titleId=827190&tab=sat,https://image-comic.pstatic.net/webtoon/827190/thumbnail/thumbnail_IMAG21_ce05e060-9420-4494-a004-278f90e8dde9.jpg,0
99강화나무몽둥이,홍실 / 지페리,5,15,9.76,552342.0,,6,https://comic.naver.com/webtoon/list?titleId=792651&tab=sat,https://image-comic.pstatic.net/webtoon/792651/thumbnail/thumbnail_IMAG21_218f18ef-7f68-4d6a-972c-686a3e9f6138.jpg,0
절대군림,박시대 / 장영훈,3,15,9.95,91540.0,,6,https://comic.naver.com/webtoon/list?titleId=832677&tab=sat,https://image-comic.pstatic.net/webtoon/832677/thumbnail/thumbnail_IMAG21_05ee91c5-55cb-49d5-9935-5608a8bbe41c.jpg,0
낢이 사는 이야기 - 계속되는 미미한 인생,서나래,6,0,9.94,51855.0,,6,https://comic.naver.com/webtoon/list?titleId=833255&tab=sat,https://image-comic.pstatic.net/webtoon/833255/thumbnail/thumbnail_IMAG21_504f6152-8a60-42a0-a1c0-43cd77f9c430.jpg,0
아홉수 우리들,수박양,2,0,9.97,468560.0,,6,https://comic.naver.com/webtoon/list?titleId=724815&tab=sat,https://image-comic.pstatic.net/webtoon/724815/thumbnail/thumbnail_IMAG21_4bdd52f2-bbc9-4524-b44b-adc1e7208f93.jpg,0
비질란테 2부,CRG / 김규삼,1,15,9.96,106262.0,,6,https://comic.naver.com/webtoon/list?titleId=820371&tab=sat,https://image-comic.pstatic.net/webtoon/820371/thumbnail/thumbnail_IMAG21_35ae72ff-bf1a-4a4b-8421-fb56ca3c58b7.jpg,0
스터디그룹,신형욱 / 유승연,4,15,9.96,678422.0,,6,https://comic.naver.com/webtoon/list?titleId=721948&tab=sat,https://image-comic.pstatic.net/webtoon/721948/thumbnail/thumbnail_IMAG21_c03c888e-0610-4f6b-b834-422463871d2f.jpg,0
욕망일기Deep,"박만사, 김꿀빨 / 누리마루",6,15,8.85,94073.0,,6,https://comic.naver.com/webtoon/list?titleId=818448&tab=sat,https://image-comic.pstatic.net/webtoon/818448/thumbnail/thumbnail_IMAG21_8f02d84a-1c44-412e-8a34-4c9ec09c68ac.jpg,0
"나태 공자, 노력 천재 되다",doip / 도도문 / 이등별,5,0,9.95,274349.0,,6,https://comic.naver.com/webtoon/list?titleId=772853&tab=sat,https://image-comic.pstatic.net/webtoon/772853/thumbnail/thumbnail_IMAG21_b39e6531-f358-4add-91b3-24f0017ec5d8.jpg,0
신입사원 강 회장,승승이 / 선 / 산경(山景),5,0,9.91,59479.0,,6,https://comic.naver.com/webtoon/list?titleId=814766&tab=sat,https://image-comic.pstatic.net/webtoon/814766/thumbnail/thumbnail_IMAG21_f963539b-9954-4b1a-a4a8-7b01bb6d3247.jpg,0
서툰 군인,이량,6,12,9.95,40970.0,,6,https://comic.naver.com/webtoon/list?titleId=824750&tab=sat,https://image-comic.pstatic.net/webtoon/824750/thumbnail/thumbnail_IMAG21_1507e5e8-e57f-4730-b067-f974cd583346.jpg,0
나를 바꿔줘,이지호 / 호띠,1,15,9.9,302961.0,,6,https://comic.naver.com/webtoon/list?titleId=733280&tab=sat,https://image-comic.pstatic.net/webtoon/733280/thumbnail/thumbnail_IMAG21_cf0ca5a3-b4be-4f10-a3b3-ed0274de8d8e.jpg,0
디펜스 게임의 폭군이 되었다,하정 / 굥 / 류은가람,5,12,9.96,200397.0,,6,https://comic.naver.com/webtoon/list?titleId=798182&tab=sat,https://image-comic.pstatic.net/webtoon/798182/thumbnail/thumbnail_IMAG21_b9a0f056-c5bd-49b0-a8d2-88a770a0eded.jpg,0
짜장 한 그릇에 제갈세가 데릴사위,허일 / 에르훗,3,15,9.92,63107.0,,6,https://comic.naver.com/webtoon/list?titleId=822114&tab=sat,https://image-comic.pstatic.net/webtoon/822114/thumbnail/thumbnail_IMAG21_49252796-3284-499b-9af5-74b721833154.jpg,0
나이트런,김성민,5,15,9.91,251158.0,,6,https://comic.naver.com/webtoon/list?titleId=64997&tab=sat,https://image-comic.pstatic.net/webtoon/64997/thumbnail/thumbnail_IMAG21_3834645974328108595.jpg,0
작전명 순정,꼬까리 / 들덤,2,0,9.92,873712.0,,6,https://comic.naver.com/webtoon/list?titleId=793275&tab=sat,https://image-comic.pstatic.net/webtoon/793275/thumbnail/thumbnail_IMAG21_30c77a8d-ada1-40f8-b87a-d02bb05e7e13.jpg,0
인생존망2,"박만사, 땅콩 / 전선욱",1,15,9.6,164790.0,,6,https://comic.naver.com/webtoon/list?titleId=820354&tab=sat,https://image-comic.pstatic.net/webtoon/820354/thumbnail/thumbnail_IMAG21_1627d92f-77a9-4720-973d-820bc585df89.jpg,0
